SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
3001,31-05-2019,SI-SOV 69,ANDHRA,SRI SAI ELECTRONICS,SKY WASHER SZ 900,"28,620.00",SKYZEN
3002,31-05-2019,SI-SOV 70,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKY WASHER SZ 900,"19,080.00",SKYZEN
3003,31-05-2019,SI-SOV 70,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKY SEMI WM SD 72R,"13,780.00",SKYZEN
3004,31-05-2019,SI-SOV 71,ANDHRA,DIVYA DIGITAL SHOPPY T.V HOME APPLIANCE,SKY WASHER SZ 900,"28,620.00",SKYZEN
3005,31-05-2019,SI-SOV 72,ANDHRA,STAR VISION TV SHOP,SKY WASHER SZ 900,"19,080.00",SKYZEN
3006,31-05-2019,SI-SOV 73,ANDHRA,SIVA METAL & HOME NEEDS,SKY WASHER SZ 900,"19,080.00",SKYZEN
3007,31-05-2019,SI-SOV 74,ANDHRA,RAVI ELECTRICALS,SKY WASHER SZ 900,"19,080.00",SKYZEN
3008,31-05-2019,SI-SOV 75,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,SKY WASHER SZ 900,"119,250.00",SKYZEN
3009,31-05-2019,SI-SOV 75,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,SKY SEMI WM SD 72R,"34,450.00",SKYZEN
3010,31-05-2019,SI-SOV 76,ANDHRA,NEW GLASS HOUSE,SKY WASHER SZ 900,"23,850.00",SKYZEN
3011,31-05-2019,SI-SOV 77,ANDHRA,CITY LIGHT HOUSE,SKY WASHER SZ 900,"17,800.00",SKYZEN
3012,31-05-2019,SI-SOV 78,ANDHRA,SATYAM ELECTRONICS & HOME NEEDS,SKY WASHER SZ 900,"14,310.00",SKYZEN
3013,31-05-2019,SI-SOV 79,ANDHRA,SURYA ELECTRONICS,SKY WATER DIS 21B FSR,"67,900.00",SKYZEN
3014,31-05-2019,SI-SOV 79,ANDHRA,SURYA ELECTRONICS,SKY SEMI WM SD 90R,"103,378.00",SKYZEN
3015,31-05-2019,SI-SOV 80,ANDHRA,MATTUPALLI ELECTRONICS,SKY WASHER SZ 900,"43,000.00",SKYZEN
3016,31-05-2019,SI-SOV 81,ANDHRA,SRI VIJAYA SAI AGENCIES,SKY WASHER SZ 900,"19,080.00",SKYZEN
3017,31-05-2019,SI-SSV 3,ANDHRA,BALAJI FURNITURE WORLD,SKY FANBLADE 18 ALUMINIUM,"1,200.00",SKYZEN
3018,31-05-2019,SI-STIPG 25,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 900,"28,000.00",SKYZEN
3019,31-05-2019,SI-STIPG 25,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY MINI CUTE,"8,100.00",SKYZEN
3020,31-05-2019,SI-STIPG 25,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WATER DIS 21B FSR,"97,500.00",SKYZEN
3021,31-05-2019,TO-SI-ONG 25,ONGOLE,JAYAENTERPRISES,STORM AIR COOLER,"6,000.00",CVCRM
3022,31-05-2019,TO-SI-ONG 25,ONGOLE,JAYAENTERPRISES,SAFARI WHITE AIR COOLER,"70,400.00",CVCRM
3023,31-05-2019,TO-SI-ONG 25,ONGOLE,JAYAENTERPRISES,CVCRM TANK,600.00,CVCRM
3024,31-05-2019,TO-SI-ONG 25,ONGOLE,JAYAENTERPRISES,SKY DRAIN PLUG,100.00,SERVICE
3025,31-05-2019,TP-SI-MFGP 223,PONNUR,GOPI KRISHNA ELE,FAN MOTOR,"3,250.00",CVCRM
3026,31-05-2019,TP-SI-MFGP 223,PONNUR,GOPI KRISHNA ELE,PUMP MOTOR,"1,750.00",CVCRM
3027,31-05-2019,TP-SI-P 38,PONNUR,JAYAENTERPRISES,Mini Cute Trolley,"1,600.00",SKYZEN
3028,01-06-2019,CSI-CONG 99,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"3,000.00",CVCRM
3029,01-06-2019,CSI-ONG 99,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3030,01-06-2019,SI-CBO 122,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,PUMP MOTOR,"5,000.00",CVCRM
3031,01-06-2019,SI-CBO 123,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,AIRCOOLER,"48,000.00",CVCRM
3032,01-06-2019,SI-CBO 124,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,WOOD WOOL GENERAL,"1,000.00",SERVICE
3033,01-06-2019,SI-CCBO 123,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TYPHOON AL AIRCOOLER,"50,400.00",CVCRM
3034,01-06-2019,SI-CCBO 123,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TAX FOR COOLERS,"7,320.00",CVCRM
3035,01-06-2019,SI-CCBO 123,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,CVCRM TANK,300.00,CVCRM
3036,01-06-2019,SI-SLH 55,TELANGANA,GVS TECHNOLOGIES,SKYZEN LED M32M,"56,940.00",SKYZEN
3037,01-06-2019,SI-SOO 35,ANDHRA,SREE BALAJI AGENCIES,SKY Smile Blower,"154,500.00",SKYZEN
3038,01-06-2019,SI-SOO 35,ANDHRA,SREE BALAJI AGENCIES,Smile Trolly,"22,500.00",SKYZEN
3039,01-06-2019,SI-SOO 35,ANDHRA,SREE BALAJI AGENCIES,SKY WASHER SZ 801,"191,160.00",SKYZEN
3040,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,SKY Smart Cool 18ALH BROWN,"43,100.00",SKYZEN
3041,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,SKY Super Cool 16AL,"62,720.00",SKYZEN
3042,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,SKY WASHER SZ 900,"18,000.00",SKYZEN
3043,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,AIRCOOLER,"210,158.00",CVCRM
3044,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,CVCRM FAN MOTOR,"8,850.00",SERVICE
3045,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,CD 036H HIPPO MOTOR,"1,600.00",SERVICE
3046,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,CD 031H SUPER,"1,700.00",SERVICE
3047,02-06-2019,SI-CBO 125,ANDHRA,KAMAL ELECTRICALS,CD 039H SMART/THUNDER/VIBRANT,"1,900.00",SERVICE
3048,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,SKY Smart Cool 18ALH BROWN,"20,000.00",SKYZEN
3049,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,SKY Super Cool 16AL,"40,000.00",SKYZEN
3050,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,SKY WASHER SZ 900,"20,000.00",SKYZEN
3051,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,SAFARI WHITE AIR COOLER,"85,050.00",CVCRM
3052,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,SAFARI AIR COOLER,"128,880.00",CVCRM
3053,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,TYPHOON AIR COOLER,"42,000.00",CVCRM
3054,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,CVCRM FAN BLADE,"1,275.00",SKYZEN
3055,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,CVCRM NOBS,10.00,CVCRM
3056,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,CLAMP,384.00,SKYZEN
3057,02-06-2019,SI-CCBO 125,ONGOLE,KAMAL ELECTRICALS,CVCRM TANK,"3,000.00",CVCRM
3058,03-06-2019,CSI-CONG 100,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,500.00",CVCRM
3059,03-06-2019,CSI-CONG 101,ONGOLE,CASH ACCOUNT NANO,STORM AIR COOLER,"2,000.00",CVCRM
3060,03-06-2019,CSI-CONG 102,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"3,000.00",CVCRM
3061,03-06-2019,CSI-ONG 100,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3062,03-06-2019,CSI-ONG 101,ANDHRA,CASH ACCOUNT NANO,STORM AIR COOLER,"1,500.00",CVCRM
3063,03-06-2019,CSI-ONG 102,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
3064,03-06-2019,SI-SLV 64,ANDHRA,BUJJI ELECTRONICS,SKYZEN LED VQ32,"10,190.00",SKYZEN
3065,03-06-2019,SI-SLV 64,ANDHRA,BUJJI ELECTRONICS,SKYZEN LED M32S,"11,590.00",SKYZEN
3066,03-06-2019,SI-SLV 65,ANDHRA,SARADA ELECTRONICS,SKYZEN LED M32SM,"13,190.00",SKYZEN
3067,03-06-2019,SI-SOH 83,TELANGANA,AMEER ELECTRONICS,SKY SEMI WM SD 68R,"39,250.00",SKYZEN
3068,03-06-2019,SI-SOV 82,ANDHRA,NEW LOTUS COMPUTERS,SKY WATER DIS 21B FS,"6,000.00",SKYZEN
3069,03-06-2019,SI-SZP 38,ANDHRA,E BAZAR PNR,SKY Smart Cool 18AL,"14,600.00",SKYZEN
3070,03-06-2019,TP-SI-MFGP 224,PONNUR,RAFI ELECTRONICS,TYPHOON AIR COOLER,"3,600.00",CVCRM
3071,03-06-2019,TP-SI-MFGP 224,PONNUR,RAFI ELECTRONICS,JUMBO AIR COOLER,"3,600.00",CVCRM
3072,03-06-2019,TP-SI-MFGP 224,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"3,600.00",CVCRM
3073,03-06-2019,TP-SI-MFGP 225,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,STORM AIR COOLER,"3,600.00",CVCRM
3074,03-06-2019,TP-SI-MFGP 226,PONNUR,ANWAR HOME NEEDS,JUMBO AIR COOLER,"7,200.00",CVCRM
3075,03-06-2019,TP-SI-MFGP 226,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"3,600.00",CVCRM
3076,03-06-2019,TP-SI-MFGP 226,PONNUR,ANWAR HOME NEEDS,SUPER SLIM,"7,200.00",CVCRM
3077,04-06-2019,SI-CBO 126,ANDHRA,JYOTHI ELECTRONICS,AIRCOOLER,"48,000.00",CVCRM
3078,04-06-2019,SI-CBO 126,ANDHRA,JYOTHI ELECTRONICS,CVCRM FAN MOTOR,"1,768.00",SERVICE
3079,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,TYPHOON AIR COOLER,"20,000.00",CVCRM
3080,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,SAFARI AIR COOLER,"22,400.00",CVCRM
3081,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,TAX FOR COOLERS,"7,320.00",CVCRM
3082,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,CANDY PUMP MOTOR,500.00,SERVICE
3083,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,CVCRM TANK,0.06,CVCRM
3084,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,HIPPO MMS,300.00,SERVICE
3085,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,FRONT PANEL,0.01,SKYZEN
3086,04-06-2019,SI-CCBO 126,ONGOLE,JYOTHI ELECTRONICS,,-0.07,SKYZEN
3087,04-06-2019,SI-SOH 84,TELANGANA,MARUTI ELECTRONICS,SKY WATER DIS 21B FSR,"25,400.00",SKYZEN
3088,04-06-2019,TG-SI-CRMV 60,GOLLAPUDI,GOPI KRISHNA ELE,STORM AIR COOLER,"11,160.00",CVCRM
3089,04-06-2019,TG-SI-CRMV 60,GOLLAPUDI,GOPI KRISHNA ELE,TYPHOON AIR COOLER,"6,600.00",CVCRM
3090,05-06-2019,SI-STIPO 12,ANDHRA,SAI TEJA INDO PLAST HYD,AIRCOOLER,"40,000.00",CVCRM
3091,05-06-2019,SI-STIPO 12,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 900,"288,000.00",SKYZEN
3092,05-06-2019,TO-SI-ONG 38,ONGOLE,SAI TEJA INDO PLAST HYD,TYPHOON AIR COOLER,"13,920.00",CVCRM
3093,06-06-2019,CSI-ONG 103,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"7,500.00",SKYZEN
3094,06-06-2019,SI-CH 22,PONNUR,CHENNAI STEEL AND HOME APPLIANCIES,TYPHOON AIR COOLER,"32,000.00",CVCRM
3095,06-06-2019,SI-CH 22,PONNUR,CHENNAI STEEL AND HOME APPLIANCIES,TAX FOR COOLERS,"6,100.00",CVCRM
3096,06-06-2019,SI-CRMV 60,ANDHRA,SRI DHANALAKSHMI AGENCIES kovvuru,CD 120 COMMON MOTOR,"3,600.00",SERVICE
3097,06-06-2019,SI-CRMV 60,ANDHRA,SRI DHANALAKSHMI AGENCIES kovvuru,WHEELS CVCRM,300.00,SERVICE
3098,06-06-2019,SI-H 22,TELANGANA,CHENNAI STEEL AND HOME APPLIANCIES,TYPHOON AIR COOLER,"40,000.00",CVCRM
3099,06-06-2019,SI-SLH 56,TELANGANA,GVS TECHNOLOGIES,SKYZEN LED M24D,"58,000.00",SKYZEN
3100,06-06-2019,SI-SLH 57,TELANGANA,SRI VINAYAKA ELECTRONICS,SKYZEN LED M24D,"116,000.00",SKYZEN
3101,06-06-2019,SI-SLH 58,TELANGANA,AMBIKA APPLIANCES PVT LTD,SKYZEN LED M24D,"174,000.00",SKYZEN
3102,06-06-2019,SI-SLV 66,ANDHRA,VALI ENTERPRISES,SKYZEN LED M32M,"30,570.00",SKYZEN
3103,06-06-2019,SI-SLV 67,ANDHRA,STAR VISION TV SHOP,SKYZEN LED VQ32,"61,140.00",SKYZEN
3104,06-06-2019,SI-SLV 67,ANDHRA,STAR VISION TV SHOP,SKYZEN LED M32,"27,270.00",SKYZEN
3105,06-06-2019,SI-SOH 85,TELANGANA,RISHI ENTERPRISES,SKY WASHER SZ 900,"104,875.00",SKYZEN
3106,06-06-2019,SI-SOH 86,TELANGANA,VAISHNAVI MARKETING,SKY WASHER SZ 900,"104,875.00",SKYZEN
3107,06-06-2019,SI-SOH 87,TELANGANA,LORD VENKATESWARA ELECTRONICS,SKY WASHER SZ 900,"23,100.00",SKYZEN
3108,06-06-2019,SI-SOH 88,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 900,"104,875.00",SKYZEN
3109,06-06-2019,SI-SOH 89,TELANGANA,ROYALA TRADERS,SKY SEMI WM SD 68R,"23,550.00",SKYZEN
3110,06-06-2019,SI-SOV 83,ANDHRA,SRM ELECTRONICS NANDYAL,SKY SEMI WM SD 81R,"18,314.00",SKYZEN
3111,06-06-2019,SI-SOV 83,ANDHRA,SRM ELECTRONICS NANDYAL,SKY SEMI WM SD 90R,"20,134.00",SKYZEN
3112,06-06-2019,SI-SOV 84,ANDHRA,SRI SAI LAKSHMI AGENCIES,SKY SEMI WM SD 81R,"28,470.00",SKYZEN
3113,06-06-2019,TO-SI-ONG 27,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),SAFARI BODY,"17,500.00",CVCRM
3114,06-06-2019,TO-SI-ONG 27,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),CVCRM FAN BLADE,"3,000.00",SKYZEN
3115,06-06-2019,TP-SI-MFGP 228,PONNUR,VIJAYALAKSHMI ELECTRONICS,FAN MOTOR,650.00,CVCRM
3116,06-06-2019,TP-SI-MFGP 229,PONNUR,KAMADHENU ELECTRONICS,MARATHAN MOTOR,"1,200.00",SERVICE
3117,07-06-2019,CSI-CONG 104,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,500.00",CVCRM
3118,07-06-2019,CSI-ONG 104,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,500.00",CVCRM
3119,07-06-2019,SI-H 23,TELANGANA,MARUTI ELECTRONICS,TYPHOON AIR WHITE COOLER,"21,475.00",CVCRM
3120,07-06-2019,SI-SCH 58,TELANGANA,VAISHNAVI MARKETING,SKY Thunder Cool 18AL,"6,883.00",SKYZEN
3121,07-06-2019,SI-SCH 58,TELANGANA,VAISHNAVI MARKETING,SKY Smart Cool 18ALH,"7,843.00",SKYZEN
3122,07-06-2019,SI-SLH 59,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M32M,"28,470.00",SKYZEN
3123,07-06-2019,SI-SLH 59,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M24D,"29,000.00",SKYZEN
3124,07-06-2019,SI-SOH 90,TELANGANA,VAISHNAVI MARKETING,SKY SEMI WM SD 68R,"71,400.00",SKYZEN
3125,07-06-2019,SI-SOH 90,TELANGANA,VAISHNAVI MARKETING,TROLLY SUITCASE,"8,000.00",SKYZEN
3126,07-06-2019,SI-SOH 91,TELANGANA,RS ENTERPRISES,SKY WATER DIS 21B FSR,"20,370.00",SKYZEN
3127,07-06-2019,SI-SOO 36,ANDHRA,SRI HANUMAN ENTERPRISES,SKY WASHER SZ 900,"328,309.80",SKYZEN
3128,07-06-2019,SI-SOO 36,ANDHRA,SRI HANUMAN ENTERPRISES,SKY WASHER SZ 802,"89,840.52",SKYZEN
3129,07-06-2019,SI-SOO 36,ANDHRA,SRI HANUMAN ENTERPRISES,,-0.32,SKYZEN
3130,07-06-2019,SI-SOO 37,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKY WASHER SZ 802,"287,523.00",SKYZEN
3131,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M24D,"960,000.00",SKYZEN
3132,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32,"663,000.00",SKYZEN
3133,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32M,"198,000.00",SKYZEN
3134,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32S,"519,000.00",SKYZEN
3135,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32SB(Sound Bar),"161,700.00",SKYZEN
3136,08-06-2019,SI-STIPH 10,TELANGANA,SAI TEJA INDO PLAST VJA,SKY WATER DIS 21B FSR,"98,800.00",SKYZEN
3137,08-06-2019,SI-STIPH 11,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M42S,"133,500.00",SKYZEN
3138,08-06-2019,TP-SI-MFGP 227,PONNUR,Cash Account AKV,PUMP MOTOR,200.00,CVCRM
3139,08-06-2019,TP-SI-MFGP 230,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"21,600.00",CVCRM
3140,08-06-2019,TP-SI-MFGP 231,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"14,400.00",CVCRM
3141,10-06-2019,CSI-CONG 105,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,500.00",CVCRM
3142,10-06-2019,CSI-ONG 105,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,500.00",CVCRM
3143,10-06-2019,CSI-P 13,ANDHRA,Cash Account AKV,SKY Smart Cool 18ALH,"8,500.00",SKYZEN
3144,10-06-2019,CSI-P 14,ANDHRA,Cash Account AKV,SKY WASHER SZ 900,"4,800.00",SKYZEN
3145,10-06-2019,SI-CBO 127,ANDHRA,KAMAL ELECTRICALS,AIRCOOLER,"225,498.00",CVCRM
3146,10-06-2019,SI-CBO 127,ANDHRA,KAMAL ELECTRICALS,SKY Super Cool 16AL,"31,360.00",SKYZEN
3147,10-06-2019,SI-CBO 127,ANDHRA,KAMAL ELECTRICALS,SKY Thunder Cool 18AL,"18,180.00",SKYZEN
3148,10-06-2019,SI-CBO 127,ANDHRA,KAMAL ELECTRICALS,SKY SEMI WM SD 72R BUCKET,"9,680.00",SKYZEN
3149,10-06-2019,SI-CBO 127,ANDHRA,KAMAL ELECTRICALS,SKY Hippo Chill 4500,"14,000.00",SKYZEN
3150,10-06-2019,SI-CBO 128,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"1,770.00",CVCRM
3151,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SAFARI AIR COOLER,"221,960.00",CVCRM
3152,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,TYPHOON AL AIRCOOLER,"50,600.00",CVCRM
3153,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SKY Super Cool 16AL,"20,000.00",SKYZEN
3154,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SKY Thunder Cool 18AL,"10,000.00",SKYZEN
3155,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SKY SEMI WM SD 72R BUCKET,"4,000.00",SKYZEN
3156,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SKY Hippo Chill 4500,"10,000.00",SKYZEN
3157,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,FRONT PANEL,700.00,SKYZEN
3158,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,CVCRM SAFARI DECO,30.00,SKYZEN
3159,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,SKY DRAIN PLUG,750.00,SERVICE
3160,10-06-2019,SI-CCBO 127,ONGOLE,KAMAL ELECTRICALS,CVCRM NOBS,40.00,CVCRM
3161,10-06-2019,SI-CCBO 128,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"28,800.00",CVCRM
3162,10-06-2019,SI-CCBO 128,ONGOLE,MURALI ELECTRONICS,SAFARI AIR COOLER,"2,100.00",CVCRM
3163,10-06-2019,SI-CCBO 128,ONGOLE,MURALI ELECTRONICS,SAFARI AIR COOLER,"7,200.00",CVCRM
3164,10-06-2019,SI-SCV 115,ANDHRA,RAYALASEEMA AGENCIES,SKY Smile Blower,"52,500.00",SKYZEN
3165,10-06-2019,SI-SCV 115,ANDHRA,RAYALASEEMA AGENCIES,Smile Trolly,"4,500.00",SKYZEN
3166,10-06-2019,SI-SCV 115,ANDHRA,RAYALASEEMA AGENCIES,SKY Smart Cool 18ALH,"40,225.00",SKYZEN
3167,10-06-2019,SI-SLH 60,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M24D,"29,000.00",SKYZEN
3168,10-06-2019,SI-SLH 60,TELANGANA,VAISHNAVI MARKETING,TROLLY SUITCASE,"2,000.00",SKYZEN
3169,10-06-2019,SI-SLH 61,TELANGANA,VAISHNAVI MARKETING,SKYZEN LED M42S,"18,490.00",SKYZEN
3170,10-06-2019,SI-SLH 62,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M24D,"58,000.00",SKYZEN
3171,10-06-2019,SI-SLH 62,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M32,"25,470.00",SKYZEN
3172,10-06-2019,SI-SLH 62,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M32S,"32,370.00",SKYZEN
3173,10-06-2019,SI-SLH 62,TELANGANA,RISHI ENTERPRISES,TROLLY SUITCASE,"12,000.00",SKYZEN
3174,10-06-2019,SI-SLH 63,TELANGANA,RISHI ENTERPRISES,SKYZEN LED M42S,"110,940.00",SKYZEN
3175,10-06-2019,SI-SOH 92,TELANGANA,RISHI ENTERPRISES,SKY SEMI WM SD 68R,"35,700.00",SKYZEN
3176,10-06-2019,SI-SOV 85,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,SKY WASHER SZ 900,"142,400.00",SKYZEN
3177,10-06-2019,SI-SYV 17,ANDHRA,GREEN PEARL ELECTRONICS Pvt.Ltd,SYM TOUCH 110 - i pure,"102,000.00",SYMPHONY
3178,10-06-2019,TP-SI-MFGP 232,PONNUR,Cash Account AKV,PUMP MOTOR,150.00,CVCRM
3179,11-06-2019,SI-SLH 64,TELANGANA,MS AGENCIES,SKYZEN LED M42S,"43,980.00",SKYZEN
3180,11-06-2019,SI-STIPG 26,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Vibrant 18AL /HPL,"212,000.00",SKYZEN
3181,11-06-2019,SI-STIPG 26,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Vibrant 18AL/HPL -R H,"100,000.00",SKYZEN
3182,11-06-2019,SI-STIPG 26,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Smart Cool 18ALH,"130,000.00",SKYZEN
3183,11-06-2019,SI-STIPG 27,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 900,"144,000.00",SKYZEN
3184,11-06-2019,SI-STIPG 27,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN TURBOCOOL DX,"31,000.00",KENSTAR
3185,11-06-2019,SI-STIPG 27,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Smile Blower,"15,000.00",SKYZEN
3186,11-06-2019,SI-STIPG 27,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Smile Trolly,900.00,SKYZEN
3187,11-06-2019,TP-SI-MFGP 233,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"25,200.00",CVCRM
3188,11-06-2019,TP-SI-MFGP 234,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"18,000.00",CVCRM
3189,11-06-2019,TP-SI-MFGP 235,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,SAFARI AIR COOLER,"7,200.00",CVCRM
3190,11-06-2019,TP-SI-MFGP 236,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,000.00",CVCRM
3191,11-06-2019,TP-SI-MFGP 237,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,000.00",CVCRM
3192,11-06-2019,TP-SI-MFGP 248,PONNUR,KAMADHENU ELECTRONICS,MARATHAN MOTOR,"2,400.00",SERVICE
3193,12-06-2019,CSI-ONG 106,ANDHRA,CASH ACCOUNT NANO,SKY Hippo Chill 4500,"7,500.00",SKYZEN
3194,12-06-2019,CSI-ONG 107,ANDHRA,CASH ACCOUNT NANO,SKY Hippo Chill 4500,"7,000.00",SKYZEN
3195,12-06-2019,SI-CBO 129,ANDHRA,UTSAV FURNITURE AND ELECTRONICS-,SKY DRAIN PLUG,"1,500.00",SERVICE
3196,12-06-2019,SI-SCO 55,ANDHRA,SRI VENKATA SIVA SAI FURNITURES,SKY Smart Cool 18ALH,"16,000.00",SKYZEN
3197,12-06-2019,SI-SCO 56,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,FRES SMILE,"115,200.00",SKYZEN
3198,12-06-2019,SI-SCO 56,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Smile Trolly,"9,600.00",SKYZEN
3199,12-06-2019,SI-SCO 56,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY WASHER SZ 802,"23,125.00",SKYZEN
