SNo,Date,Voucher No,Receipt Mode,Branch,Party,Account,Net Amount,Division
563,13-05-2019,RBR-P 408,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
564,13-05-2019,RBR-P 409,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES,HDFC BANK OD 0425,"155,302.00",SKYZEN
565,13-05-2019,RBR-P 410,Cheques,ANDHRA,SRI INNOVATIONS,HDFC BANK OD 0425,"74,280.00",SKYZEN
566,13-05-2019,RBR-P 411,Cheques,ANDHRA,SRI VENKATESWARA HOMENEEDS,HDFC BANK OD 0425,"25,000.00",SKYZEN
567,13-05-2019,RBR-P 412,Cheques,ANDHRA,SRI SURYA SONOVISION FURNITURE &ELECTRONICS,HDFC BANK OD 0425,"18,000.00",SKYZEN
568,13-05-2019,RBR-P 413,Cheques,ANDHRA,SAI SRINIVASA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
569,13-05-2019,RBR-P 414,Cheques,ANDHRA,JAYAENTERPRISES,HDFC BANK OD 0425,"70,000.00",SKYZEN
570,13-05-2019,RBR-P 415,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"58,150.00",SKYZEN
571,13-05-2019,RBR-P 416,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
572,13-05-2019,RBR-P 417,Cheques,ANDHRA,SRI BHANU ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"99,998.00",SKYZEN
573,13-05-2019,RBR-P 418,Cheques,ANDHRA,SRI SAI TEJA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
574,13-05-2019,RBR-P 419,Cheques,ANDHRA,GAYATHRI HOME APPLIENCESS,HDFC BANK OD 0425,"199,000.00",SKYZEN
575,13-05-2019,RBR-P 420,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"400,000.00",SKYZEN
576,13-05-2019,RBR-P 449,Cheques,TELANGANA,CHOICE ELECTRICAL REWINDING WORKS,HDFC BANK OD 0425,"40,000.00",SKYZEN
577,13-05-2019,RP-V 26,Cash,ANDHRA,SRI KAMAKSHI THAI IMPEX,Cash Account Dileep,"6,200.00",SKYZEN
578,14-05-2019,RBR-P 421,Cheques,ANDHRA,SRI SAI LAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"217,888.00",SKYZEN
579,14-05-2019,RBR-P 422,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"150,000.00",SKYZEN
580,14-05-2019,RBR-P 423,Cheques,ANDHRA,SRI GAYATRI ELECTRONICS,HDFC BANK OD 0425,"145,000.00",SKYZEN
581,14-05-2019,RBR-P 424,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
582,14-05-2019,RBR-P 425,Cheques,ANDHRA,SRINIVASA SELECTIONS,HDFC BANK OD 0425,"42,480.00",SKYZEN
583,14-05-2019,RBR-P 426,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"15,000.00",SKYZEN
584,14-05-2019,RBR-P 427,Cheques,ANDHRA,TRILOK ELECTRONICS,HDFC BANK OD 0425,"70,192.00",SKYZEN
585,14-05-2019,RBR-P 428,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"90,000.00",SKYZEN
586,14-05-2019,RBR-P 429,Cheques,ANDHRA,SIVARAMAKRISHNA,HDFC BANK OD 0425,"5,800.00",SKYZEN
587,14-05-2019,RBR-P 430,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
588,14-05-2019,RBR-P 431,Cheques,ANDHRA,SRI SAIRAM TECHNICAL AGENCIES,HDFC BANK OD 0425,"16,500.00",SKYZEN
589,14-05-2019,RBR-P 432,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"160,000.00",CVCRM
590,14-05-2019,RBR-P 433,Cheques,ANDHRA,SRI RAJA ELECTRONICS,HDFC BANK OD 0425,"300,000.00",SKYZEN
591,14-05-2019,RBR-P 434,Cheques,ANDHRA,SRI SRINIVASA ENTERPRISES,HDFC BANK OD 0425,"130,351.00",SKYZEN
592,14-05-2019,RBR-P 435,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
593,14-05-2019,RBR-P 436,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
594,14-05-2019,RBR-P 437,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"133,100.00",SKYZEN
595,15-05-2019,RBR-P 438,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
596,15-05-2019,RBR-P 439,Cheques,ANDHRA,E BAZAR PNR,HDFC BANK OD 0425,"500,000.00",SKYZEN
597,15-05-2019,RBR-P 440,Cheques,ANDHRA,DREAM ENTERPRISES,HDFC BANK OD 0425,"57,200.00",SKYZEN
598,15-05-2019,RBR-P 441,Cheques,ANDHRA,WORLD FURNITURE & ELECTRONICS,HDFC BANK OD 0425,"200,000.00",SKYZEN
599,15-05-2019,RBR-P 442,Cheques,ANDHRA,BALAJI RADIO HOUSE,HDFC BANK OD 0425,"18,000.00",SKYZEN
600,15-05-2019,RBR-P 443,Cheques,ANDHRA,NEW GLASS HOUSE,HDFC BANK OD 0425,"25,000.00",SKYZEN
601,15-05-2019,RBR-P 444,Cheques,ANDHRA,BHAVANI AGENCIES AND SERVICES,HDFC BANK OD 0425,"14,000.00",CVCRM
602,15-05-2019,RBR-P 445,Cheques,ANDHRA,UTSAV FURNITURE AND ELECTRONICS-,HDFC BANK OD 0425,"130,000.00",SKYZEN
603,15-05-2019,RBR-P 446,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
604,15-05-2019,RBR-P 447,Cheques,TELANGANA,RISHI ENTERPRISES,HDFC BANK OD 0425,"79,900.00",SKYZEN
605,15-05-2019,RBR-P 448,Cheques,TELANGANA,RISHI ENTERPRISES,HDFC BANK OD 0425,"72,492.00",SKYZEN
606,15-05-2019,RBR-P 450,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"58,150.00",SKYZEN
607,15-05-2019,RBR-P 451,Cheques,ANDHRA,SAIRAM ENTERPRISES,HDFC BANK OD 0425,"42,352.00",SKYZEN
608,15-05-2019,RBR-P 453,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"72,900.00",SKYZEN
609,15-05-2019,RBR-P 454,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
610,15-05-2019,RBR-P 455,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"700,000.00",SKYZEN
611,15-05-2019,RBR-P 456,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
612,15-05-2019,RBR-P 457,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"30,562.00",SKYZEN
613,15-05-2019,RBR-P 458,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"48,258.00",SKYZEN
614,15-05-2019,RBR-P 459,Cheques,ANDHRA,SRIKANTHS DIGI SHOPPE,HDFC BANK OD 0425,"20,000.00",SKYZEN
615,15-05-2019,RBR-P 460,Cheques,ANDHRA,RTGS PENDING,HDFC BANK OD 0425,"48,000.00",SKYZEN
616,15-05-2019,RP-JP 21,Cash,ANDHRA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
617,15-05-2019,TG-RP-V 72,Cash,GOLLAPUDI,HOME STAR,Cash Account Dileep,"496,500.00",SKYZEN
618,16-05-2019,RBR-P 461,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"200,000.00",SKYZEN
619,16-05-2019,RBR-P 462,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"500,000.00",SKYZEN
620,16-05-2019,RBR-P 463,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
621,16-05-2019,RBR-P 464,Cheques,ANDHRA,RAVINDHAR REDDY,HDFC BANK OD 0425,"11,800.00",SKYZEN
622,16-05-2019,RBR-P 465,Cheques,ANDHRA,VISWANADAM.K,HDFC BANK OD 0425,"7,500.00",SKYZEN
623,16-05-2019,RBR-P 466,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"75,000.00",SKYZEN
624,16-05-2019,RBR-P 467,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
625,16-05-2019,RBR-P 468,Cheques,ANDHRA,SRI SAIRAM TECHNICAL AGENCIES,HDFC BANK OD 0425,"14,860.00",SKYZEN
626,16-05-2019,RBR-P 469,Cheques,ANDHRA,SURYA ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
627,16-05-2019,RBR-P 470,Cheques,ANDHRA,D G ELECTRONICS,HDFC BANK OD 0425,"150,000.00",SKYZEN
628,16-05-2019,RBR-P 471,Cheques,ANDHRA,SRI LAKSHMI AGENCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
629,16-05-2019,RBR-P 472,Cheques,ANDHRA,SRI SURYA PRASAD ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"50,000.00",SKYZEN
630,16-05-2019,RBR-P 473,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
631,16-05-2019,RBR-P 474,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"500,000.00",SKYZEN
632,16-05-2019,RBR-P 475,Cheques,ANDHRA,VIJAYA SAI TV & FURNITURE SHOWROOM,HDFC BANK OD 0425,"60,000.00",SKYZEN
633,16-05-2019,RBR-P 476,Cheques,ANDHRA,SRI SAI MARK ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
634,16-05-2019,RBR-P 477,Cheques,ANDHRA,LAKSHMI SRINIVASA AGENCY,HDFC BANK OD 0425,"200,000.00",SKYZEN
635,16-05-2019,RBR-P 478,Cheques,ANDHRA,SRI VENKATESWARA HOMENEEDS,HDFC BANK OD 0425,"14,000.00",SKYZEN
636,16-05-2019,RBR-P 479,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
637,16-05-2019,RP-RK 27,Cash,ANDHRA,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
638,16-05-2019,RP-RK 28,Cash,ANDHRA,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"5,000.00",SKYZEN
639,16-05-2019,RP-V 27,Cash,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"63,180.00",SKYZEN
640,16-05-2019,TG-RP-V 73,Cash,GOLLAPUDI,RAMA ELECTRONICS,Travelling Cash Raja,"25,000.00",SKYZEN
641,16-05-2019,TG-RP-V 74,Cash,GOLLAPUDI,RAGHAVENDRA ELE GDV,Travelling Cash Raja,"10,000.00",SKYZEN
642,16-05-2019,TG-RP-V 75,Cash,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,Travelling Cash Raja,"90,000.00",SKYZEN
643,16-05-2019,TG-RP-V 76,Cash,GOLLAPUDI,RR ELECTRONICS,Travelling Cash Raja,"80,000.00",SKYZEN
644,16-05-2019,TG-RP-V 77,Cash,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,Travelling Cash Pavan,"32,450.00",SKYZEN
645,17-05-2019,RBR-P 452,Cheques,ANDHRA,BMR MARKETING,HDFC BANK OD 0425,"15,460.00",SYMPHONY
646,17-05-2019,RBR-P 480,Cheques,ANDHRA,INNOVATIONS SHOPPING MALL,HDFC BANK OD 0425,"100,000.00",KENSTAR
647,17-05-2019,RBR-P 481,Cheques,ANDHRA,SRI SAMBASIVA ENTER PRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
648,17-05-2019,RBR-P 482,Cheques,ANDHRA,SRINIVASA DIGITAL SHOPPY,HDFC BANK OD 0425,"100,000.00",SKYZEN
649,17-05-2019,RBR-P 483,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
650,17-05-2019,RBR-P 484,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
651,17-05-2019,RBR-P 485,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"58,150.00",SKYZEN
652,17-05-2019,RBR-P 486,Cheques,ANDHRA,SRINIVASA SELECTIONS,HDFC BANK OD 0425,"24,780.00",SKYZEN
653,17-05-2019,RBR-P 487,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"300,000.00",SKYZEN
654,17-05-2019,RBR-P 488,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"110,000.00",SKYZEN
655,17-05-2019,RBR-P 489,Cheques,ANDHRA,NEW KAVERI HOME NEEDS (HA),HDFC BANK OD 0425,"20,000.00",SKYZEN
656,17-05-2019,RBR-P 499,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"144,190.00",SKYZEN
657,17-05-2019,RP-JP 22,Cash,ANDHRA,RAMESH MADHIRA,Travelling Cash Pavan,"10,000.00",SKYZEN
658,17-05-2019,RP-JP 23,Cash,ANDHRA,RAMESH MADHIRA,Travelling Cash Pavan,"10,000.00",SKYZEN
659,17-05-2019,RP-JP 24,Cash,ANDHRA,SAI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
660,17-05-2019,RP-JP 25,Cash,ANDHRA,SAI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
661,17-05-2019,RP-JP 26,Cash,ANDHRA,SAI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
662,17-05-2019,RP-V 28,Cash,ANDHRA,BHASKARA RAO G,Cash Account Dileep,"10,000.00",SKYZEN
663,17-05-2019,RP-V 29,Cash,ANDHRA,BHASKARA RAO G,Cash Account Dileep,"10,000.00",SKYZEN
664,17-05-2019,RP-V 30,Cash,ANDHRA,BHASKARA RAO G,Cash Account Dileep,"10,000.00",SKYZEN
665,17-05-2019,RP-V 31,Cash,ANDHRA,UDAY M,Cash Account Dileep,"10,000.00",SKYZEN
666,17-05-2019,RP-V 32,Cash,ANDHRA,UDAY M,Cash Account Dileep,"10,000.00",SKYZEN
667,17-05-2019,RP-V 33,Cash,ANDHRA,UDAY M,Cash Account Dileep,"10,000.00",SKYZEN
668,17-05-2019,TG-RP-V 78,Cash,GOLLAPUDI,RAVINDHAR REDDY,Cash Account Dileep,"12,000.00",SKYZEN
669,17-05-2019,TG-RP-V 79,Cash,GOLLAPUDI,RAMA ELECTRONICS,Travelling Cash Raja,"8,000.00",SKYZEN
670,17-05-2019,TG-RP-V 80,Cash,GOLLAPUDI,HARI PRIYA ELECTRONICS,Travelling Cash Raja,"7,600.00",SKYZEN
671,17-05-2019,TG-RP-V 81,Cash,GOLLAPUDI,RAGHAVENDRA ELE GDV,Travelling Cash Raja,"10,000.00",SKYZEN
672,17-05-2019,TG-RP-V 82,Cash,GOLLAPUDI,SRI SAROJINI AGENCIES,Travelling Cash Raja,"10,000.00",SKYZEN
673,17-05-2019,TG-RP-V 83,Cash,GOLLAPUDI,UDAY M,Cash Account Dileep,"38,400.00",SKYZEN
674,17-05-2019,TG-RP-V 84,Cash,GOLLAPUDI,BHASKARA RAO G,Cash Account Dileep,"38,400.00",SKYZEN
675,18-05-2019,RBR-P 490,Cheques,TELANGANA,KAVITHA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
676,18-05-2019,RBR-P 491,Cheques,TELANGANA,MANJUNATHA MARKETING,HDFC BANK OD 0425,"63,250.00",SKYZEN
677,18-05-2019,RBR-P 492,Cheques,ANDHRA,SADIQ COMMUNICATIONS,HDFC BANK OD 0425,"50,000.00",SKYZEN
678,18-05-2019,RBR-P 493,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
679,18-05-2019,RBR-P 494,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"48,000.00",SKYZEN
680,18-05-2019,RBR-P 495,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
681,18-05-2019,RBR-P 496,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"35,000.00",SKYZEN
682,18-05-2019,RBR-P 497,Cheques,ANDHRA,SRINIVASA TRADING CO,HDFC BANK OD 0425,"20,000.00",SKYZEN
683,18-05-2019,RBR-P 498,Cheques,ANDHRA,SRI MAHESH ELECTRONICS,HDFC BANK OD 0425,"148,500.00",KENSTAR
684,18-05-2019,RBR-P 500,Cheques,ANDHRA,MH ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
685,18-05-2019,RP-HR 14,Cash,ANDHRA,VALI ENTERPRISES,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
686,18-05-2019,TG-RP-V 85,Cash,GOLLAPUDI,MURALI ELECTRONICS,Cash Account Dileep,"400,000.00",SKYZEN
687,18-05-2019,TG-RP-V 86,Cash,GOLLAPUDI,KATYANI ENTERPRISES,Travelling Cash Raja,"11,000.00",SKYZEN
688,18-05-2019,TG-RP-V 87,Cash,GOLLAPUDI,MEENAKSHI ELECTRONICS,Travelling Cash Raja,"10,000.00",SKYZEN
689,20-05-2019,RBR-P 501,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
690,20-05-2019,RBR-P 502,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"32,312.00",SKYZEN
691,20-05-2019,RBR-P 503,Cheques,ANDHRA,TEJA MOBILE WORLD,HDFC BANK OD 0425,"44,000.00",CVCRM
692,20-05-2019,RBR-P 504,Cheques,TELANGANA,MS AGENCIES,HDFC BANK OD 0425,"12,000.00",SKYZEN
693,20-05-2019,RBR-P 505,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"180,800.00",SKYZEN
694,20-05-2019,RBR-P 517,Cheques,ANDHRA,SIRAZEE TILIES PVT LTD,HDFC BANK OD 0425,"22,648.00",SKYZEN
695,20-05-2019,RBR-P 527,Cheques,ANDHRA,SRI SAI ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
696,20-05-2019,RBR-P 529,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"58,150.00",SKYZEN
697,20-05-2019,RBR-P 530,Cheques,TELANGANA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"108,925.00",SKYZEN
698,20-05-2019,RBR-P 531,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"18,000.00",SKYZEN
699,20-05-2019,RBR-P 532,Cheques,ANDHRA,SRI SRINIVASA ENTERPRISES,HDFC BANK OD 0425,"98,451.00",SKYZEN
700,20-05-2019,RBR-P 533,Cheques,ANDHRA,SRI SEETHARAMA ELECTRONICS & HOME APPLIANCES,HDFC BANK OD 0425,"150,000.00",SKYZEN
701,20-05-2019,RP-RK 29,Cash,ANDHRA,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
702,20-05-2019,RP-RK 30,Cash,ANDHRA,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"8,000.00",SKYZEN
703,20-05-2019,RP-V 34,Cash,ANDHRA,SHIVA KTGM,Cash Account Dileep,"10,000.00",SKYZEN
704,20-05-2019,RP-V 35,Cash,ANDHRA,SHIVA KTGM,Cash Account Dileep,"10,000.00",SKYZEN
705,20-05-2019,RP-V 36,Cash,ANDHRA,SHIVA KTGM,Cash Account Dileep,"10,000.00",SKYZEN
706,20-05-2019,RP-V 37,Cash,ANDHRA,SHIVA KTGM,Cash Account Dileep,"8,000.00",SKYZEN
707,20-05-2019,TG-RP-V 88,Cash,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Travelling Cash Ratnakumar,"68,736.00",SKYZEN
708,20-05-2019,TG-RP-V 89,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"14,378.00",SKYZEN
709,21-05-2019,RBR-P 506,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
710,21-05-2019,RBR-P 507,Cheques,ANDHRA,SRI DHANALAKSHMI FURNITURE AND HOME NEEDS,HDFC BANK OD 0425,"24,000.00",SKYZEN
711,21-05-2019,RBR-P 508,Cheques,ANDHRA,KALYANA CHAKRAVARTHI,HDFC BANK OD 0425,"30,000.00",SKYZEN
712,21-05-2019,RBR-P 509,Cheques,ANDHRA,RAYALASEEMA AGENCIES,HDFC BANK OD 0425,"300,000.00",SKYZEN
713,21-05-2019,RBR-P 510,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"151,000.00",SKYZEN
714,21-05-2019,RBR-P 511,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"44,000.00",CVCRM
715,21-05-2019,RBR-P 513,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"210,000.00",SKYZEN
716,21-05-2019,RBR-P 514,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
717,21-05-2019,RBR-P 515,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"136,240.00",SKYZEN
718,21-05-2019,RBR-P 516,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"100,000.00",SKYZEN
719,22-05-2019,RBR-P 512,Cheques,TELANGANA,VASAVI TIME VISION,HDFC BANK OD 0425,"30,000.00",SKYZEN
720,22-05-2019,RBR-P 518,Cheques,ANDHRA,G N AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
721,22-05-2019,RBR-P 519,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"75,000.00",SKYZEN
722,22-05-2019,RBR-P 520,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
723,22-05-2019,RBR-P 521,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
724,22-05-2019,RBR-P 522,Cheques,ANDHRA,GAYATRI MEGA FURNITURE,HDFC BANK OD 0425,"20,000.00",SKYZEN
725,22-05-2019,RBR-P 523,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"30,000.00",SKYZEN
726,22-05-2019,RBR-P 524,Cheques,ANDHRA,NAGA SIVA ELECTRONICS,HDFC BANK OD 0425,"59,586.00",SKYZEN
727,22-05-2019,RBR-P 525,Cheques,ANDHRA,KALYAN ENTERPRISES,HDFC BANK OD 0425,"35,000.00",SKYZEN
728,22-05-2019,RBR-P 526,Cheques,ANDHRA,SRI SAI TV SHOW ROOM,HDFC BANK OD 0425,"50,000.00",SKYZEN
729,22-05-2019,RP-JP 27,Cash,ANDHRA,BUJJI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
730,22-05-2019,RP-JP 28,Cash,ANDHRA,NEW KAVERI HOME NEEDS (HA),Travelling Cash Pavan,"10,000.00",SKYZEN
731,22-05-2019,RP-JP 29,Cash,ANDHRA,PREM NAGAR ELECTRONICS NAGESWARRAO,Travelling Cash Pavan,"10,000.00",SKYZEN
732,22-05-2019,RP-JP 30,Cash,ANDHRA,PREM NAGAR ELECTRONICS NAGESWARRAO,Travelling Cash Pavan,"1,000.00",SKYZEN
733,22-05-2019,TP-RP-VI 7,Cash,PONNUR,SAI PRAKASH FURNITURES & HOME APPLIANCES,Travelling Cash Vinaya,"10,000.00",SKYZEN
734,23-05-2019,RBR-P 534,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"152,216.00",SKYZEN
735,23-05-2019,RBR-P 535,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"43,960.00",SKYZEN
736,23-05-2019,RBR-P 536,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"250,000.00",SKYZEN
737,23-05-2019,RBR-P 537,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
738,23-05-2019,RBR-P 538,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
739,23-05-2019,RBR-P 539,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"52,000.00",CVCRM
740,23-05-2019,RBR-P 540,Cheques,ANDHRA,VIMSONS ENTERPRISES,HDFC BANK OD 0425,"54,500.00",SKYZEN
741,24-05-2019,RBR-P 528,Cheques,ANDHRA,CHAHAT ENTERPRISES,HDFC BANK OD 0425,"2,124.00",CVCRM
742,24-05-2019,RBR-P 541,Cheques,ANDHRA,SURYA ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
743,24-05-2019,RBR-P 542,Cheques,TELANGANA,SAI KRISHNA TRADING COMPANY,HDFC BANK OD 0425,"60,000.00",SKYZEN
744,24-05-2019,RBR-P 543,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
745,24-05-2019,RBR-P 544,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"700,000.00",SKYZEN
746,24-05-2019,RBR-P 545,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"100,000.00",SKYZEN
747,24-05-2019,RBR-P 546,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"100,000.00",SKYZEN
748,24-05-2019,RBR-P 547,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES kovvuru,HDFC BANK OD 0425,"13,748.00",SKYZEN
749,24-05-2019,RBR-P 548,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"15,000.00",SKYZEN
750,24-05-2019,RBR-P 549,Cheques,ANDHRA,SRI SAI DURGA HOME NEEDS,HDFC BANK OD 0425,"10,800.00",SKYZEN
751,25-05-2019,RBR-P 550,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"10,000.00",SKYZEN
