SNo,Master,Short,Stock Management Unit,AlternateSMU,Status,Node,Master Group,Master Node1,Category1,Category2,Category3,Cost1,Cost2,Cost3
523,6MMX10MMX4MMX500MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
524,6MMX10MMX4MMX550MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
525,6MMX4MMX3.87MMX125MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
526,7.97MMX3.875MMX100MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
527,8MMX5MMX4MMX8MMX400MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
528,8MMX5MMX4MMX8MMX450MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
529,8MMX5MMX4MMX8MMX500MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
530,8MMX5MMX4MMX8MMX550MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
531,CABLE HS 300 3MTR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
532,CDO-120H MOTOR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
533,CORD 70 SILICON 3.50 MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
534,CORD 70 SILICON 3MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
535,CORD 70 SILICON 4.50MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
536,CORD 70 SILICON 4MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
537,CORD 70 SILICON 5.50MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,450,450,450
538,CORD 70 SILICON 5MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
539,CORD 70 SILICON 6MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
540,CORRUGATED BOXES,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
541,CVCRM FEATURE CARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
542,CVCRM POWER CARD 2.5MTS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
543,DLINK CABLE CAT6,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
544,FAN BLADES,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
545,FEED HOSE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
546,FLEXIBAL PIPE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
547,FRES HIPPO STAND,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
548,FRES MOTOR CS0024(SMILE),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
549,FRES SMILE BACK GRILL OUTER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
550,FRES SMILE ENCLOSER(TOP AND BOTTOM),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
551,FRES SMILE FRONT PANEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,550,550,550
552,FRES SMILE TANK,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
553,FRIEGHT INWARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
554,FRONT PANNEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
555,HONEY COMB PADS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
556,KNOBDECO B MRN,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
557,LED 24 MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
558,LED 32 MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
559,LED 32S MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
560,LED 40 MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
561,LED 40S MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
562,LED 43S MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
563,LED 50S 4k MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
564,LED 55 MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
565,LED 55S 4k MAIN BOARD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
566,MAIN CORD 3 CORE 1.9MTR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
567,PARTING LOCK 12MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
568,PARTING LOCK 13MM,LOCK 13MM,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
569,PARTING LOCK 16MM,LOCK 16MM,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
570,PARTING LOCK 20MM,LOCK 20MM,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
571,PARTING LOCK 25MM,LOCK 25MM,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,80,80,80
572,PLASTIC SWITCHES,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
573,PP WHEEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
574,PUMP MOTORS 18(W),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
575,PUMP MOTORS 9(W),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
576,PUSH WHEEL SET,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
577,REMOTE CONTRIF FOR COOLER FAN,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
578,REMOTE SWITCH PLATES,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
579,ROTARY SWITCH FUNCTION ERS 14M,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
580,ROTARY SWITCH SC-03R,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
581,SERVICE WIRE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
582,"SKY 2DXCTBT1WHITE001&CONTROL TABLE T1/T2/T3/T6 WHITE 1344
V",,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
583,SKY 35 MIN TIMER WASH WITH SOAK /EASTDRAGON,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
584,SKY 5 MIN TIMER SPIN (EASTDRAGON),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
585,SKY AIR COOLER ATLANTIC 25 Ltr,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
586,SKY AIR COOLERS ATLANTIC 55Ltrs,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
587,SKY AUTO SWING ACTIVATOR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
588,SKY BALANCE CIRCLE (SPIN TUBASSY ),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,90,90,90
589,SKY BASKET (SQUARE) WASH LID MAROON RED,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
590,SKY BODY BASE  ANIMON RED 6570,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
591,SKY BRAKE ASSEMBLY WMI 6.5 KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
592,SKY BREAK BELT WMI702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
593,SKY BREAK ROD ASSAY SS 6.5KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
594,SKY BUZZER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
595,SKY BUZZER WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
596,SKY CAPACITOR 10MFD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
597,SKY CAPACITOR 6.5 KG (10+4UF),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
598,SKY CAPACITOR 9 5MFD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
599,SKY CASTOR WHEEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
600,SKY COCK ROD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
601,SKY COCK SPRING,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
602,SKY CONTROL TABLE ANIMON RED 6570,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
603,Sky Cute Support,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
604,Sky Cute Water Flow Channel,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
605,SKY DIVISION PARTICLE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
606,SKY DIVISION UTENSIL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
607,SKY DRAIN ROD WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
608,SKY DRAIN VALVE ASSEMBLY (6.5 KG & 7.5KG OLD),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
609,SKY DRAIN VALVE BELLOW,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
610,SKY DRAIN VALVE CORE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
611,SKY DRAIN VALVE LID WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
612,SKY DRAIN VALVE SPRING,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
613,SKY ELECTRIC MOTOR L089 135W,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
614,SKY FAN BRACKET BIG (TC),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
615,SKY FAN BRACKET SMALL(SC),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
616,SKY FANBLADE 16 ALUMINIUM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
617,SKY FANBLADE 18 ALUMINIUM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
618,"SKY FUSE  4A,250V",,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
619,SKY INLET HOSE (INFALL PIPE) WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
620,SKY INSTALLATION PLATE OF SPIN TIMER  WMI702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
621,SKY INSTALLATION PLATE OF WASH TIMER WMI702A ( HIPS),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
622,SKY INSULATED BUSH,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
623,SKY INVERTOR MAIN MOTOR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
624,SKY JOINT  SHAFT ASSEMBLY,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,120,120,120
625,SKY KNOB PART A ( MAROON),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
626,SKY KNOB PART B WHITE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
627,SKY LID INSERT,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
628,SKY LOUVER MOTOR WITH OUT CAP,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
629,SKY LOUVERS MOTOR(SHORT),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
630,SKY MAINS CORD 6.5 KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
631,SKY MINI MOTORS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
632,SKY MOTOR CD020H(SMILE),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
633,SKY MOTOR CD021H,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
634,SKY MOTOR CD-066(vibrant),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
635,SKY MOTOR PULLEY  WMI702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
636,SKY MOTOR PULLEY D80MM(ALU),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
637,SKY MOTOR SPIN 6.5 KG 45W ( HUZHOU),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
638,SKY MOTOR SPIN AL-70 WATT 7.5KG(HUZHOU),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
639,SKY MOTOR WASH 6.5 KG 135 W ( HUZHOU),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
640,SKY MOTOR WASH AL-180 WATT 7.5KG(HUZHOU),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
641,SKY OUTER DRAIN  HOSE WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
642,SKY OVERFLO W NET GDJ/CROMA/ AKAI/BPL/702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
643,SKY OVERFLOW BOARD GDJ/ CROMA/AKAI/ BPL/ 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
644,SKY OVERFLOW HOSE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
645,SKY POWER CARD 3.5 MTS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
646,SKY PULLEY MOTOR COVER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
647,SKY PULSATOR CAP GREEN,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
648,SKY PULSATOR GDJ/ CROMA/AKAI/ BPL/702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
649,SKY REAR COVER(BACK COVER) GDJ/ CROMA/AKAI /702A/ BPL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
650,SKY RUBBER PAD BACK SIDE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
651,SKY RUBBER PAD FRONT SIDE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
652,SKY SCREW SIZE 4.2X16MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
653,SKY SEAL BELLOW ASSEMBLY 6.5 KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,150,150,150
654,SKY SEAL BELLOW CLASP CIRCLE WMI 702,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
655,SKY SELECTOR SWITCH  WASH DRAIN WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
656,SKY SM PUMP MOTOR,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
657,SKY SMART FRONT PANEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
658,SKY SMART FRONT PILLER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
659,SKY SMART H LOUVER FIXER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
660,SKY SMART H LOUVER SUPPORT STRIPS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
661,SKY SMART H LOUVERS SET,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
662,SKY SMART KNOB,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
663,SKY SMART V LOUVER SET,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
664,SKY SMILE MMS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
665,SKY SPEED REDUCER 6.5KG ( GAITE),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
666,SKY SPIN INNER COVER WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
667,SKY SPIN MID COVER WMI 702A / SPIN SAFETY  COVER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
668,SKY SPIN TUB 6.5KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
669,SKY SPRING (SPRING ASSY),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
670,SKY SPRING COVER WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
671,SKY SWITCHER 6.5KG,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
672,SKY TANK,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
673,SKY THUNDER FRONT PANEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
674,SKY THUNDER LOUVER HOLDER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
675,SKY TOP LID,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
676,SKY V BELT WMI 702A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
677,SKY V LOUVER SET,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
678,SKY VALUE ROD A,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
679,SKY VALVE ( RUBBER),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
680,SKY VIBRANT AUTO SWING,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
681,SKY VIBRANT U PATTY,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
682,SKY VIBRANT V LOUERS SET,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
683,SKY WASH TWIN TUB GDJ/ CRO MA/BPL/ 702A/AKAI,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,180,180,180
684,SKY WASHER MAIN MOTOR 150W,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
685,SKY WATER DIVISION  POLE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
686,SKY WATER DIVISION TROUGH,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
687,SKY WHEEL SHAFT,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
688,SKYZEN BAGS,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
689,SKYZEN FRESHWASH FOLDER,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
690,SMILE BACK GRIL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
691,SMILE BLOWER ENCLOSER(TOP&BOTOM),,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
692,SMILE WATER FLOW CHANNEL,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
693,STRETCH FILM-1200MM,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
694,TUB,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
695,VAX,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
696,V-BELT,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
697,VGA SPLITTER 1*2,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
