SNo,Date,Voucher No,Branch,Party,Purchase Account,Product,Net Amount,Division
536,03-05-2019,PV-ONG 135,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"138,166.20",SKYZEN
537,03-05-2019,PV-ONG 135,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"51,188.40",SKYZEN
538,03-05-2019,PV-ONG 135,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
539,03-05-2019,PV-ONG 136,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"5,118.84",SKYZEN
540,03-05-2019,PV-ONG 136,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.16,SKYZEN
541,03-05-2019,PV-ONG 137,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"266,179.68",SKYZEN
542,03-05-2019,PV-ONG 137,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.32,SKYZEN
543,03-05-2019,PV-V 24,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKY SEMI WM SD 68R,"156,000.00",SKYZEN
544,03-05-2019,PV-V 38,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"9,492.00",CVCRM
545,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smile Blower,"111,000.00",SKYZEN
546,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,Smile Trolly,"10,500.00",SKYZEN
547,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Vibrant 18AL /HPL,"150,000.00",SKYZEN
548,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Vibrant 18AL/HPL -H,"90,000.00",SKYZEN
549,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Vibrant 18AL/HPL -H,"20,000.00",SKYZEN
550,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Vibrant 18AL/HPL -R H,"100,000.00",SKYZEN
551,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smart Cool 18ALR-H-BT+USB LCD,"60,000.00",SKYZEN
552,04-05-2019,PV-H 13,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY VIBRANT 5000 HC,"50,000.00",SKYZEN
553,04-05-2019,PV-ONG 139,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"253,304.70",SKYZEN
554,04-05-2019,PV-ONG 139,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.30,SKYZEN
555,04-05-2019,PV-ONG 140,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"234,882.54",SKYZEN
556,04-05-2019,PV-ONG 140,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.46,SKYZEN
557,04-05-2019,PV-ONG 141,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"36,249.60",CVCRM
558,04-05-2019,PV-ONG 141,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
559,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM Side / Back Outer Jally,"1,260.24",CVCRM
560,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM Side / Back Outer Jally,"1,995.38",CVCRM
561,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM Side / Back Outer Jally,"1,260.24",CVCRM
562,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TOP,"1,038.40",CVCRM
563,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH PLATE,14.16,CVCRM
564,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM TANK,906.24,CVCRM
565,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,FRONT PANEL,336.30,SKYZEN
566,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH PLATE,14.16,CVCRM
567,04-05-2019,PV-ONG 142,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.12,SKYZEN
568,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"9,912.00",CVCRM
569,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,832.00",CVCRM
570,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"43,365.00",CVCRM
571,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"27,464.50",CVCRM
572,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"42,023.34",SKYZEN
573,04-05-2019,PV-P 12,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.16,SKYZEN
574,04-05-2019,PV-P 9,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"70,038.90",SKYZEN
575,04-05-2019,PV-P 9,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"22,656.00",CVCRM
576,04-05-2019,PV-P 9,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"43,424.00",CVCRM
577,04-05-2019,PV-P 9,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.10,SKYZEN
578,04-05-2019,PV-V 26,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M24D,"480,000.00",SKYZEN
579,05-05-2019,PV-ONG 143,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"28,015.56",SKYZEN
580,05-05-2019,PV-ONG 143,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.44,SKYZEN
581,07-05-2019,PV-ONG 144,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"46,055.40",SKYZEN
582,07-05-2019,PV-ONG 144,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"46,692.60",SKYZEN
583,07-05-2019,PV-ONG 144,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"102,376.80",SKYZEN
584,07-05-2019,PV-ONG 144,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
585,07-05-2019,PV-ONG 145,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"31,801.00",CVCRM
586,07-05-2019,PV-ONG 146,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"11,564.00",CVCRM
587,07-05-2019,PV-ONG 146,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"19,175.00",CVCRM
588,07-05-2019,PV-ONG 146,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"11,328.00",CVCRM
589,07-05-2019,PV-ONG 147,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"270,928.00",SKYZEN
590,07-05-2019,PV-ONG 148,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
591,07-05-2019,PV-ONG 148,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.26,SKYZEN
592,07-05-2019,PV-ONG 149,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"314,352.00",SKYZEN
593,07-05-2019,PV-ONG 150,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
594,07-05-2019,PV-ONG 150,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"138,166.20",SKYZEN
595,07-05-2019,PV-ONG 150,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"93,385.20",SKYZEN
596,07-05-2019,PV-ONG 150,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
597,07-05-2019,PV-ONG 151,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,160.00",CVCRM
598,07-05-2019,PV-ONG 151,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER,"21,092.50",CVCRM
599,07-05-2019,PV-ONG 151,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"5,664.00",CVCRM
600,07-05-2019,PV-ONG 151,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
601,07-05-2019,PV-ONG 152,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"31,801.00",CVCRM
602,07-05-2019,PV-ONG 153,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"18,677.04",SKYZEN
603,07-05-2019,PV-ONG 153,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.04,SKYZEN
604,07-05-2019,PV-ONG 252,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"33,228.80",CVCRM
605,07-05-2019,PV-ONG 252,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
606,08-05-2019,PV-ONG 155,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"139,712.00",SKYZEN
607,08-05-2019,PV-ONG 156,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"86,730.00",CVCRM
608,08-05-2019,PV-ONG 157,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"21,240.00",CVCRM
609,08-05-2019,PV-ONG 158,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"3,445.60",SKYZEN
610,08-05-2019,PV-ONG 158,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
611,08-05-2019,PV-ONG 158,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"5,664.00",CVCRM
612,08-05-2019,PV-ONG 158,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.14,SKYZEN
613,08-05-2019,PV-ONG 159,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"33,273.64",SERVICE
614,08-05-2019,PV-ONG 159,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.36,SKYZEN
615,08-05-2019,PV-ONG 160,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"51,807.90",SKYZEN
616,08-05-2019,PV-ONG 160,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SNOW COOL AIR COOLER HC,"75,933.00",CVCRM
617,08-05-2019,PV-ONG 160,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"155,665.60",CVCRM
618,08-05-2019,PV-ONG 160,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
619,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"1,534.00",SKYZEN
620,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CDO-120H MOTOR,"2,411.92",SKYZEN
621,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FEATURE CARD,802.40,SKYZEN
622,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (REGULAR),"3,610.80",CVCRM
623,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),"3,610.80",CVCRM
624,08-05-2019,PV-ONG 161,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.08,SKYZEN
625,08-05-2019,PV-ONG 162,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CORRUGATED BOXES,"13,328.00",SKYZEN
626,08-05-2019,PV-P 13,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"70,038.90",SKYZEN
627,08-05-2019,PV-P 13,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"46,728.00",CVCRM
628,08-05-2019,PV-P 13,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,455.00",CVCRM
629,08-05-2019,PV-P 13,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.10,SKYZEN
630,08-05-2019,PV-P 7,ANDHRA,VHM TRADERS VJA,Purchase of 18% Items,450MM STRETCH FILM,"4,158.00",SKYZEN
631,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY WASHER SZ 900,"340,000.00",SKYZEN
632,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Thunder Cool 18AL,"138,000.00",SKYZEN
633,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smart Cool 18AL,"100,000.00",SKYZEN
634,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smart Cool 18ALH,"30,000.00",SKYZEN
635,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Super 5000,"63,000.00",SKYZEN
636,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smile Blower,"72,000.00",SKYZEN
637,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,Smile Trolly,"7,000.00",SKYZEN
638,09-05-2019,PV-H 14,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,VIBRANT KIT,10.00,SKYZEN
639,09-05-2019,PV-ONG 163,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"50,976.00",CVCRM
640,09-05-2019,PV-ONG 163,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"52,038.00",CVCRM
641,09-05-2019,PV-ONG 164,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,416.00",CVCRM
642,09-05-2019,PV-ONG 164,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"9,338.52",SKYZEN
643,09-05-2019,PV-ONG 164,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"3,643.84",SKYZEN
644,09-05-2019,PV-ONG 164,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.36,SKYZEN
645,09-05-2019,PV-ONG 165,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"34,692.00",CVCRM
646,09-05-2019,PV-ONG 167,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"8,496.00",CVCRM
647,09-05-2019,PV-ONG 167,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"19,824.00",CVCRM
648,09-05-2019,PV-ONG 167,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"57,820.00",CVCRM
649,09-05-2019,PV-ONG 167,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CDO-120H MOTOR,"3,014.90",SKYZEN
650,09-05-2019,PV-ONG 167,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.10,SKYZEN
651,09-05-2019,PV-P 14,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"7,670.00",SKYZEN
652,09-05-2019,PV-P 14,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"95,462.00",CVCRM
653,09-05-2019,PV-P 14,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 3 POLE,"1,416.00",SERVICE
654,09-05-2019,PV-P 14,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 4 POLE,"1,298.00",SERVICE
655,09-05-2019,PV-V 28,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"104,784.00",SKYZEN
656,09-05-2019,PV-V 28,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"69,384.00",CVCRM
657,09-05-2019,PV-V 41,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SARA PUMP MOTOR,"14,407.68",SERVICE
658,09-05-2019,PV-V 41,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CORRUGATED BOXES,"1,176.00",SKYZEN
659,09-05-2019,PV-V 41,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CUTE PUMP MOTOR,"5,644.80",SERVICE
660,09-05-2019,PV-V 41,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.48,SKYZEN
661,09-05-2019,PV-V 42,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER WASH MOTOR 135W,"11,800.00",SERVICE
662,09-05-2019,PV-V 42,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 031H SUPER,"2,775.36",SERVICE
663,09-05-2019,PV-V 42,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MOTOR CD-066(vibrant),"6,202.08",SKYZEN
664,09-05-2019,PV-V 42,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"14,797.20",SERVICE
665,09-05-2019,PV-V 42,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.36,SKYZEN
666,10-05-2019,PV-ONG 168,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"56,640.00",CVCRM
667,10-05-2019,PV-ONG 168,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER HONEY COMB,"100,300.00",CVCRM
668,10-05-2019,PV-ONG 169,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"33,228.80",CVCRM
669,10-05-2019,PV-ONG 169,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
670,10-05-2019,PV-ONG 170,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"47,200.00",CVCRM
671,10-05-2019,PV-ONG 170,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"54,752.00",CVCRM
672,10-05-2019,PV-ONG 171,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"147,264.00",CVCRM
673,10-05-2019,PV-ONG 172,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"52,864.00",CVCRM
674,10-05-2019,PV-ONG 173,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,891.00",CVCRM
675,10-05-2019,PV-ONG 173,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"14,007.78",SKYZEN
676,10-05-2019,PV-ONG 173,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"1,888.00",CVCRM
677,10-05-2019,PV-ONG 173,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"1,888.00",CVCRM
678,10-05-2019,PV-ONG 173,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.22,SKYZEN
679,10-05-2019,PV-SRNG 5,ANDHRA,SRI VENUGOPAL ELECTRONICS,Purchase of 18% Items,SKY WASHER SZ 802,"18,760.00",CVCRM
680,10-05-2019,PV-V 29,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"93,899.68",SKYZEN
681,10-05-2019,PV-V 29,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"285,531.68",SKYZEN
682,10-05-2019,PV-V 29,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.36,SKYZEN
683,11-05-2019,PV-ONG 174,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"33,984.00",CVCRM
684,11-05-2019,PV-ONG 174,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"5,465.76",SKYZEN
685,11-05-2019,PV-ONG 174,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.24,SKYZEN
686,11-05-2019,PV-ONG 175,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"45,312.00",CVCRM
687,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"3,835.00",SKYZEN
688,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CDO-120H MOTOR,"7,838.74",SKYZEN
689,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,236.00,SERVICE
690,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,ROTARY SWITCH FUNCTION ERS 14M,"1,840.80",SKYZEN
691,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,ROTARY SWITCH FUNCTION ERS 14M,"1,298.00",SKYZEN
692,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"17,803.84",SERVICE
693,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,755.20,SERVICE
694,11-05-2019,PV-ONG 176,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.42,SKYZEN
695,13-05-2019,PV-ONG 177,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"345,386.00",SKYZEN
696,13-05-2019,PV-ONG 177,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"41,418.00",SKYZEN
697,13-05-2019,PV-ONG 178,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,416.00",CVCRM
698,13-05-2019,PV-ONG 178,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"4,336.50",CVCRM
699,13-05-2019,PV-ONG 178,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"3,776.00",CVCRM
700,13-05-2019,PV-ONG 178,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
701,13-05-2019,PV-ONG 179,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"39,270.40",CVCRM
702,13-05-2019,PV-ONG 179,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
703,13-05-2019,PV-ONG 180,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"26,432.00",CVCRM
704,13-05-2019,PV-ONG 181,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"45,312.00",CVCRM
705,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"5,682.88",SERVICE
706,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BOLTS & NUTS,380.00,SKYZEN
707,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BOLTS & NUTS,850.00,SKYZEN
708,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FEATURE CARD,"2,365.26",SKYZEN
709,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CABLE TIE 100 MM,360.00,SKYZEN
710,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,ROTARY SWITCH FUNCTION ERS 14M,"2,124.00",SKYZEN
711,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"7,670.00",SKYZEN
712,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"95,462.00",CVCRM
